,precision,recall,thresholds
0,0.11370262390670553,1.0,-1.0511181675449763
1,0.11403508771929824,1.0,-1.0368848043537384
2,0.11436950146627566,1.0,-1.0051398616494198
3,0.11470588235294117,1.0,-0.9977227890713464
4,0.11504424778761062,1.0,-0.9935786153941927
5,0.11538461538461539,1.0,-0.9818326925330437
6,0.11572700296735905,1.0,-0.9799970136948307
7,0.11607142857142858,1.0,-0.9712860195413239
8,0.11641791044776119,1.0,-0.959893484171282
9,0.11676646706586827,1.0,-0.9580630409190786
10,0.11711711711711711,1.0,-0.9568837221993246
11,0.11746987951807229,1.0,-0.9527897044232186
12,0.1148036253776435,0.9743589743589743,-0.952518266197974
13,0.11515151515151516,0.9743589743589743,-0.948645530746065
14,0.11550151975683891,0.9743589743589743,-0.947632050109558
15,0.11585365853658537,0.9743589743589743,-0.9447414325236022
16,0.1162079510703364,0.9743589743589743,-0.9435934765744022
17,0.1165644171779141,0.9743589743589743,-0.943167586494608
18,0.11692307692307692,0.9743589743589743,-0.9431007560249604
19,0.11728395061728394,0.9743589743589743,-0.9424137346220992
20,0.11764705882352941,0.9743589743589743,-0.9346886181005055
21,0.11801242236024845,0.9743589743589743,-0.9342627280207115
22,0.11838006230529595,0.9743589743589743,-0.9337558367038047
23,0.11875,0.9743589743589743,-0.9322271621932522
24,0.11912225705329153,0.9743589743589743,-0.925579151871012
25,0.11949685534591195,0.9743589743589743,-0.923691548091912
26,0.11987381703470032,0.9743589743589743,-0.9232034033298745
27,0.12025316455696203,0.9743589743589743,-0.9200538717665528
28,0.12063492063492064,0.9743589743589743,-0.9179055598969351
29,0.12101910828025478,0.9743589743589743,-0.9139705830632631
30,0.12140575079872204,0.9743589743589743,-0.9119909443427711
31,0.12179487179487179,0.9743589743589743,-0.9115076496702536
32,0.12218649517684887,0.9743589743589743,-0.9087369373561528
33,0.12258064516129032,0.9743589743589743,-0.908164663718611
34,0.12337662337662338,0.9743589743589743,-0.9076669308487352
35,0.1237785016286645,0.9743589743589743,-0.9070940586294177
36,0.12418300653594772,0.9743589743589743,-0.9046764269273674
37,0.12459016393442623,0.9743589743589743,-0.9031144036601003
38,0.125,0.9743589743589743,-0.8996550340401065
39,0.1254125412541254,0.9743589743589743,-0.8981484933875828
40,0.12582781456953643,0.9743589743589743,-0.896810133725395
41,0.12624584717607973,0.9743589743589743,-0.8947462650552366
42,0.12666666666666668,0.9743589743589743,-0.8946897414877665
43,0.12709030100334448,0.9743589743589743,-0.8946833966605229
44,0.12751677852348994,0.9743589743589743,-0.8937818609932574
45,0.12794612794612795,0.9743589743589743,-0.8910383016605353
46,0.12837837837837837,0.9743589743589743,-0.8903789689146765
47,0.1288135593220339,0.9743589743589743,-0.8884890298807518
48,0.1292517006802721,0.9743589743589743,-0.8875811493862428
49,0.12627986348122866,0.9487179487179487,-0.8872737615366934
50,0.1267123287671233,0.9487179487179487,-0.8858525732490964
51,0.12714776632302405,0.9487179487179487,-0.8842925080301621
52,0.12758620689655173,0.9487179487179487,-0.884123573879401
53,0.12802768166089964,0.9487179487179487,-0.8823652174831061
54,0.1284722222222222,0.9487179487179487,-0.8817378006973958
55,0.1289198606271777,0.9487179487179487,-0.8809935369327252
56,0.12937062937062938,0.9487179487179487,-0.8798054537310523
57,0.12982456140350876,0.9487179487179487,-0.8778249339853071
58,0.13028169014084506,0.9487179487179487,-0.8777300639780362
59,0.13074204946996468,0.9487179487179487,-0.8772079996331686
60,0.13120567375886524,0.9487179487179487,-0.8770344763945227
61,0.125,0.8974358974358975,-0.8768298686389259
62,0.12544802867383512,0.8974358974358975,-0.8763478782242108
63,0.12589928057553956,0.8974358974358975,-0.8752187154055046
64,0.1263537906137184,0.8974358974358975,-0.8740570378627063
65,0.12318840579710146,0.8717948717948718,-0.8734851269479244
66,0.12363636363636364,0.8717948717948718,-0.871295824052548
67,0.12408759124087591,0.8717948717948718,-0.8701311097687733
68,0.12454212454212454,0.8717948717948718,-0.8685721825690204
69,0.125,0.8717948717948718,-0.8676259556347105
70,0.12546125461254612,0.8717948717948718,-0.8623909655786514
71,0.1259259259259259,0.8717948717948718,-0.8622024397447899
72,0.12639405204460966,0.8717948717948718,-0.8616263702709351
73,0.12686567164179105,0.8717948717948718,-0.8606317281571031
74,0.12734082397003746,0.8717948717948718,-0.8600270014254477
75,0.12781954887218044,0.8717948717948718,-0.8591191209309387
76,0.12830188679245283,0.8717948717948718,-0.8566700521139633
77,0.12878787878787878,0.8717948717948718,-0.8563511803353853
78,0.12927756653992395,0.8717948717948718,-0.8556615454240969
79,0.1297709923664122,0.8717948717948718,-0.8553840406252112
80,0.13026819923371646,0.8717948717948718,-0.8515529232120115
81,0.12692307692307692,0.8461538461538461,-0.8509057508080203
82,0.1274131274131274,0.8461538461538461,-0.8503159829967525
83,0.12790697674418605,0.8461538461538461,-0.8492028236348422
84,0.12840466926070038,0.8461538461538461,-0.8483573600534903
85,0.12890625,0.8461538461538461,-0.8482611857884169
86,0.12549019607843137,0.8205128205128205,-0.8482455270992305
87,0.12598425196850394,0.8205128205128205,-0.8482395139172162
88,0.12648221343873517,0.8205128205128205,-0.8467922384152685
89,0.12698412698412698,0.8205128205128205,-0.8465968183741396
90,0.12749003984063745,0.8205128205128205,-0.8451977597504473
91,0.125,0.7948717948717948,-0.8444114775536974
92,0.1214574898785425,0.7692307692307693,-0.8436427068519471
93,0.12195121951219512,0.7692307692307693,-0.8436043604121463
94,0.12244897959183673,0.7692307692307693,-0.8423961211295158
95,0.12295081967213115,0.7692307692307693,-0.8417401842436057
96,0.12345679012345678,0.7692307692307693,-0.8408323037490967
